year,avgTemp,minTemp,maxTemp,rainFall,avgPrice
20121203,3.2,-7.2,15.7,3.2,3201
20121204,0.2,-10.4,10.7,0.1,3145
20121205,0,-12.1,13.3,6.7,3145
20121206,-3.8,-18.1,8.7,0.6,3145
20121207,-2.1,-16.4,15.6,3.3,3290
20121208,-3.9,-17,9,0.9,3339
20121209,-6.2,-21.7,8.5,0.4,3339
20121210,-5.4,-21.6,9.9,0,3339
20121211,-4.2,-22,10.4,0,3430
20121212,-3.6,-21,10.5,0,3489
20121213,-1.3,-18.1,14.9,0,3567
20121214,3.3,-8.6,18,25.3,3690
20121215,5.3,-2.6,14.8,0.5,3692
20121216,3.3,-9.3,15.6,0,3692
20121217,2.7,-6.9,14.2,0,3692
20121218,-2.8,-17.9,8.9,0,3695
20121219,-4.2,-20.2,9,0,3659
20121220,-1.8,-13.7,10.8,0,3659
20121221,0.9,-11.8,15.3,6.7,3576
20121222,0.1,-12.3,12.3,0,3564
20121223,-4.8,-16.1,6.3,0.4,3564
20121224,-6.7,-23.2,7.8,0.1,3564
20121225,-4.3,-17,9.6,0.3,3493
20121226,-8,-23.5,9.4,0,3439
20121227,-4.1,-19.5,10,0,3479
20121228,-0.7,-10,14.1,7.3,3196
20121229,0.7,-9.5,14,2.2,3234
20121230,-3.5,-17.5,9.4,1.5,3234
20121231,-6.1,-19.8,5.8,0.2,3234
20130101,-3.2,-19.2,10.7,2,3246
20130102,-6,-22.8,10.9,0.4,3316
20130103,-9.9,-25.8,5.5,0,3316
20130104,-9,-26.8,6.7,0,3519
20130105,-5.9,-24.2,8.8,0,3539
20130106,-4.1,-20.2,10,0,3539
20130107,-4,-20.4,8.8,0,3539
20130108,-3.2,-17.9,10.8,0,3513
20130109,-5.6,-20.2,8.9,0,3535
20130110,-6.9,-23.4,7.4,0,3524
20130111,-4.3,-20.6,9.8,0,3348
20130112,0.3,-14,14,0.1,3268
20130113,-0.7,-12.2,10.2,0,3268
20130114,-0.7,-15.7,14.3,0.1,3268
20130115,-1.9,-16,11.4,0,3275
20130116,-0.7,-14.1,11.1,0.1,3251
20130117,-2.8,-15.4,7.1,1.9,3256
20130118,-3.3,-19.8,9.4,0,3337
20130119,-0.1,-14,11.3,0,3279
20130120,1.4,-16.5,13.2,0,3279
20130121,3.8,-2,16.2,19.3,3279
20130122,3.6,-3,12.2,2.2,3220
20130123,2.5,-3.9,10.8,1.4,3226
20130124,0.9,-11.2,11.1,0.3,3196
20130125,-4.6,-16.1,7.4,0,3037
20130126,-5.5,-19,9.6,0,3054
20130127,-5,-21.2,6.4,0,3054
20130128,-1.8,-18.3,10.9,0,3054
20130129,2.2,-9,12.3,0,3058
20130130,4.1,-5.7,16.1,0,3048
20130131,6.4,-6.3,17.4,0.5,2933
20130201,8.6,-1.9,19,31.3,3055
20130202,3,-8.2,14.2,0,3011
20130203,-0.2,-12.1,14.1,3.2,3011
20130204,2,-10.6,18.9,4.2,3011
20130205,0.6,-14.1,10.9,3.9,2997
20130206,1.1,-7.5,10.7,2.2,3021
20130207,-6.2,-19.3,5.9,0.1,3047
20130208,-8.2,-25.6,4.9,0,3306
20130209,-5.1,-20.7,7.4,0,3332
20130210,-1.7,-14,10.7,0.1,3332
20130211,-2.8,-20.1,10.7,0,3332
20130212,-1.7,-10.9,12.4,0.3,3332
20130213,-0.9,-14.5,10.2,0,3333
20130214,2.1,-10.5,12.4,0,3398
20130215,1.4,-9.7,12.8,0,3303
20130216,-1.6,-18.1,9.9,0,3407
20130217,2,-10.2,14.3,1.9,3407
20130218,2.9,-5,14.3,1.8,3407
20130219,-0.1,-9.3,8.4,0.5,3432
20130220,-1.9,-14.1,9.7,0,3428
20130221,-0.2,-11.7,11.5,0,3455
20130222,1.6,-11.7,14.3,0.6,3465
20130223,0.1,-12,11.9,0,3350
20130224,1.8,-9.8,12.2,0,3350
20130225,3.1,-12.5,14.8,0,3350
20130226,4.9,-9.9,14.5,0.2,3275
20130227,6.1,-4.9,18.1,0,3239
20130228,8,-6.7,21.1,0,3252
20130301,4.2,-6.6,17.6,4.9,3175
20130302,0.4,-11.2,11.6,0,3175
20130303,1.3,-9,12.7,0,3175
20130304,3.4,-8,15,0,3175
20130305,4.7,-7.5,18.2,0,3240
20130306,7.9,-6.2,19.9,0,3232
20130307,9.4,-3,19.1,0.8,3156
20130308,9.8,-3.3,23.6,0,3189
20130309,13.5,-3.1,28.2,0,3134
20130310,5.8,-4.1,24,0,3134
20130311,4.5,-8.5,16.6,0,3134
20130312,9.1,-5.6,21.6,1.4,3014
20130313,6.5,-5.1,19.9,16.1,3034
20130314,4.3,-6.6,14.6,0,2976
20130315,5.9,-6.1,18.9,0,3089
20130316,7.6,-3.9,21.2,0,3046
20130317,8.9,-5.1,22.8,16,3046
20130318,10.3,-0.8,21.5,16.3,3046
20130319,10.7,-1.8,21.3,0,3155
20130320,5.5,-7.2,19.1,2.3,3176
20130321,2.5,-10.3,13.9,0,3184
20130322,5.3,-5.6,16.4,0,3276
20130323,6.7,-6.2,17.7,0,3266
20130324,6.5,-3,18,0,3266
20130325,3.8,-11.2,14.7,0.8,3266
20130326,5.1,-13.8,16.1,0,3244
20130327,9,-5.3,20.5,0,3261
20130328,9.9,-3.4,23.3,0,3253
20130329,7.2,-4.6,17.9,0,3162
20130330,6.6,-4.7,17.5,0.3,3121
20130331,7.3,-4.5,17.3,0.6,3121
20130401,9.2,-3.8,20.8,0,3121
20130402,7.4,0,20.6,1.4,3065
20130403,10,-1.9,23.5,0,3087
20130404,11.9,-1.2,24.1,0,3102
20130405,13.1,-2.4,24.3,0.3,3230
20130406,8.5,-2,20.5,24.7,3198
20130407,5.2,-2.7,14.1,1.6,3198
20130408,8.6,-4,20.4,0.1,3198
20130409,8.2,-1.5,17.4,0.3,3203
20130410,5.5,-3.2,12.8,0.1,3199
20130411,7,-2.9,15.3,0.5,3233
20130412,6.9,-4.9,16.9,0,3378
20130413,11.8,-5.3,22.6,0,3359
20130414,11.4,-1.4,23.3,1.5,3359
20130415,7.9,-3.5,26.4,0,3359
20130416,15.6,-1.4,31.3,0.1,3345
20130417,12.1,0.4,24.6,0.3,3366
20130418,11.8,0.5,23.2,0,3366
20130419,9.4,-3.8,18.7,0,3358
20130420,5.8,-1.1,13.5,9.7,3367
20130421,8.8,-1.5,17.7,0,3367
20130422,11.3,-4.2,21.4,0,3367
20130423,10.9,4.8,19,22.1,3429
20130424,13.6,4.3,23.4,1.5,3423
20130425,10.8,1.7,23.7,2.2,3423
20130426,11.4,1.4,19.7,0.5,3204
20130427,11.6,-0.5,22.2,0.8,3184
20130428,15.2,-1.3,25.3,0,3184
20130429,14.6,3.2,24.8,7.5,3184
20130430,13.2,-0.1,24.9,0.1,3187
20130501,11.6,0.8,20.9,0.2,3208
20130502,11.8,1.7,21.2,1.1,3208
20130503,12.5,0.6,22.7,0.9,3192
20130504,14,3.6,25.3,0.1,3233
20130505,15.6,2,28.6,0,3233
20130506,16.8,2.5,30.2,0,3233
20130507,16.1,5.3,28.7,0,3178
20130508,17.5,3.5,29.3,0,3146
20130509,18,5.8,30.3,3.8,3081
20130510,15.6,8,26.1,15.9,3188
20130511,18.1,7.5,28.8,0,3130
20130512,20.2,6.1,31.6,0.1,3130
20130513,20.2,8.5,33.1,0,3130
20130514,18.9,6.9,31.4,0,3167
20130515,18.9,7.1,29.6,0,3208
20130516,17.8,4.2,30.3,0,3183
20130517,16.9,0.8,28.5,0,3218
20130518,17.7,6.1,28.1,4.2,3218
20130519,16.5,9.1,25.3,24.4,3218
20130520,16.9,7.3,28,0,3218
20130521,17.9,4.6,30,0,3184
20130522,19.9,6.1,31.1,0,3163
20130523,20.7,8.1,32.4,0,3115
20130524,21.7,9.6,34.5,0,2930
20130525,21.5,11.1,32.8,0,2934
20130526,21.8,12,31.4,0,2934
20130527,19.5,13.4,26.9,51.8,2934
20130528,19.5,12,25.4,26.1,2812
20130529,18.5,11.4,27.6,0.5,2816
20130530,19.8,9,30.1,0,2829
20130531,19.6,5.4,30.7,0,2857
20130601,19.6,9.7,29.4,0,2860
20130602,19.9,6,31.7,0,2860
20130603,20.1,5.8,30.5,0,2860
20130604,21.8,10,31.7,0,2866
20130605,22.3,10.1,32.4,0,2842
20130606,22.2,12.3,32.3,0.6,2820
20130607,22.2,9.7,33.1,0.2,2820
20130608,22.1,9.1,32.8,0,2844
20130609,22.5,7.2,34.3,0,2844
20130610,22.6,5.9,33.7,0,2844
20130611,21,6.5,29.8,4.8,2822
20130612,20.7,14.3,29.9,3.4,2767
20130613,22.3,15,29.4,0.1,2748
20130614,22.2,15.4,31.1,1.5,2579
20130615,24,15.5,33.6,0.1,2559
20130616,24.2,15.8,34.4,0,2599
20130617,24,15.4,32.5,1,2599
20130618,22.6,16.8,30.8,46.9,2576
20130619,23.4,13.3,31.9,20.1,2582
20130620,24.4,14.4,33.4,0,2577
20130621,23.8,16.2,33.1,0.4,2427
20130622,23.2,14.8,31.8,1.3,2394
20130623,21.6,14.8,27.8,2.9,2394
20130624,22.9,13.8,31.1,0,2394
20130625,22.6,15,31.2,6.5,2406
20130626,23.3,16.4,31.7,5.8,2363
20130627,23.3,14.3,31.8,3.5,2308
20130628,23.6,15.7,31.7,1.6,2308
20130629,24.5,13.8,33.3,0.1,2308
20130630,25.1,15,34,0,2308
20130701,25.4,15.4,33.3,0,2308
20130702,25.7,15.2,35.4,11.5,2151
20130703,25.7,17.3,34.3,18.6,2132
20130704,25.2,18.9,32.2,22.3,2155
20130705,23.8,17.6,32.1,51.5,2086
20130706,25,17.5,33.7,0,2040
20130707,24.4,17,31.7,19.3,2040
20130708,26.1,17.7,34.5,14.6,2040
20130709,27,18.5,35.3,1.7,2043
20130710,26.9,21.1,36.1,2.3,2046
20130711,26.8,19.7,36.1,5,1995
20130712,26,19.2,33.6,6.3,1786
20130713,26.2,18.6,35.1,18.4,1725
20130714,25.9,19.3,34.1,23.6,1725
20130715,26,17.2,35.1,14.2,1725
20130716,27.3,17.2,34.5,0.5,1733
20130717,26.4,20.2,34.2,8.5,1735
20130718,26.4,19.3,35.2,4.7,1714
20130719,26.6,17.8,35.9,0.4,2101
20130720,27.4,19.3,35.7,1.1,2021
20130721,27.2,20.4,34.6,1.3,2021
20130722,27.3,20.4,35.9,16.6,2021
20130723,26.3,20.9,35.4,17.3,2081
20130724,26.7,20.4,34.6,4.8,2079
20130725,26.7,18.8,35.9,0,2116
20130726,27,17.5,36.1,0,2094
20130727,26.5,16.7,35.7,0.1,2088
20130728,26,19.7,33.6,11.1,2088
20130729,27.4,19.3,36.6,5.2,2088
20130730,26.3,17.1,36.3,8.5,2067
20130731,27,20.1,34.5,12.9,2084
20130801,27.2,18.3,36.1,3.6,2082
20130802,27,19.8,35.4,3.7,2110
20130803,27.2,20.8,35.8,9.1,2109
20130804,27.4,20,35.6,7.6,2109
20130805,27.6,19.5,35.5,4.9,2109
20130806,27.6,20.5,36.9,9.8,2130
20130807,28.9,19.9,37.6,0,2142
20130808,29.7,21.6,38.8,0,2134
20130809,29.9,21.8,38.4,2.1,1985
20130810,28.4,19.5,39.2,6.4,1980
20130811,28.8,17.7,38.6,0.2,1980
20130812,28.9,19.1,38.1,0.2,1980
20130813,28.4,19,37.6,0,1999
20130814,28.2,18.5,37.4,0,2037
20130815,28.4,18.4,37.6,0.1,2055
20130816,28.4,19.6,37.2,0.5,2055
20130817,28.4,18.7,37,0,2178
20130818,28.7,17.8,37.6,0.7,2178
20130819,28.4,19.3,38.4,2.5,2178
20130820,27.6,15.1,36.9,0.6,2360
20130821,27.5,19.2,37.8,1.4,2362
20130822,27.8,19.7,36.3,6.6,2376
20130823,25.4,18.7,34.4,38.7,2365
20130824,24.7,14.6,33.1,31,2373
20130825,24.9,13,33.7,2.3,2373
20130826,24.9,14.1,32.7,0.1,2373
20130827,25.1,13.8,34.5,0,2375
20130828,25.4,15.9,33,0,2385
20130829,25.5,16.2,33.9,23.4,2401
20130830,25.1,18,32,4.7,2533
20130831,23.3,14.5,30.4,3.7,2528
20130901,22.9,12.3,31.1,0,2528
20130902,22.1,12.2,31.3,0.2,2528
20130903,20.2,9.3,28.4,0,2613
20130904,20.6,8.2,29.7,0,2560
20130905,20.1,6.8,28.9,0,2533
20130906,19.2,12,25.1,5.2,2542
20130907,20.5,11.3,28.4,1.6,2519
20130908,21.4,9,30.1,0,2519
20130909,21.7,9.9,30.7,0,2519
20130910,22.5,12.4,31.4,3,2512
20130911,22.3,15.7,30,9.9,2512
20130912,22.5,16.5,30.3,2.9,2405
20130913,24.2,17.1,33.8,14.4,2427
20130914,22.4,14.5,31.3,40.6,2382
20130915,22.7,10.1,33.4,0,2382
20130916,20.4,7.7,30.6,0.1,2382
20130917,21,8.4,31.1,0,2503
20130918,22.5,9.9,33.4,0,2529
20130919,22.4,8.8,32,0,2529
20130920,22.4,11.3,31.7,0,2529
20130921,22.9,12,32.1,0,2529
20130922,22.2,10.9,31.7,1.6,2529
20130923,22.1,9.8,31.8,0,2529
20130924,21.8,12.3,32.1,3.8,2573
20130925,19.6,10,27.5,1.1,2588
20130926,17.1,5.8,26.5,0.2,2601
20130927,17.2,4,27.5,0,2884
20130928,18.2,7.2,28.6,2.1,2866
20130929,18.8,10.6,27,26.8,2866
20130930,20.9,13.2,29.2,7.2,2866
20131001,20.8,11.1,29.8,0.5,2881
20131002,19.4,8.8,27.9,2.4,2877
20131003,16.1,5.3,26.7,0.1,2866
20131004,16.2,1.4,27.1,0,2866
20131005,18.5,0.3,28.6,0,2719
20131006,20.9,6.1,30.3,2.7,2719
20131007,22.5,14.5,29.8,0.9,2719
20131008,20.3,13,26.7,30.7,2665
20131009,20,10.8,28.2,0.6,2645
20131010,19.9,8.3,28.3,8.2,2645
20131011,18.8,8,29.4,0.3,2522
20131012,15.5,4.6,26.6,0,2512
20131013,15.8,2.9,26.8,0,2512
20131014,17.3,2.9,27.2,0,2512
20131015,14.4,3.6,26.3,5.8,2517
20131016,11.1,-0.9,21,0,2528
20131017,11.1,-2.6,21.7,0,2514
20131018,13,-1.7,23.6,0,2277
20131019,14.3,2.7,23.8,0,2238
20131020,15.9,5.9,25.9,0.1,2238
20131021,14.9,4.8,24.2,0,2238
20131022,15.1,4.1,24.7,0.2,2221
20131023,15.4,4.4,24.3,0,2195
20131024,14.1,2,24.8,0,2175
20131025,10.9,-2,23.5,0,2280
20131026,10,-1.1,21.2,0,2280
20131027,10.1,-3.4,20.9,0,2280
20131028,10.5,-2.4,22.1,0,2280
20131029,12.2,-2.4,23.4,0.3,2277
20131030,11.9,0.4,22.6,0,2284
20131031,12,-0.9,22.8,0,2287
20131101,14,-0.3,24.4,0,2042
20131102,14.1,3.1,24.9,2,2029
20131103,13.4,3.4,23.4,0.1,2029
20131104,12,-0.7,21.1,0.3,2029
20131105,11.1,-3,22.6,0,2038
20131106,12.3,-0.9,23.3,0.9,2047
20131107,12.8,-1.3,23.4,0.5,2044
20131108,9.3,-3.7,20.9,0,2126
20131109,11.9,-0.1,23,12.5,2183
20131110,9.3,-1.8,23.8,0.6,2183
20131111,4.9,-5.6,15.6,0,2183
20131112,4.6,-8.4,15.5,0,2140
20131113,4.7,-9.4,16.1,0,2140
20131114,6.5,-4.8,17.9,0.5,2140
20131115,8.3,-2.6,20,0.7,2239
20131116,7.2,-5.5,18.3,0.5,2264
20131117,7.1,-3.1,16.3,1.4,2264
20131118,3.2,-5.2,11.8,1.4,2264
20131119,3.5,-7.6,11.5,0.8,2296
20131120,3.4,-6.5,13.5,0.1,2310
20131121,3.8,-7.8,15.9,0,2310
20131122,5,-7.3,15.6,0,2365
20131123,6.1,-6.5,16.1,0,2364
20131124,8.4,-5.7,18.6,14,2364
20131125,7.5,-4.8,17.9,12.6,2364
20131126,3.5,-7,13.7,0.3,2339
20131127,1.8,-9.5,14.9,6.7,2335
20131128,-1.3,-13.6,8.2,1.3,2330
20131129,1.1,-13,9.9,0.5,2443
20131130,3.9,-8.6,14.9,0,2451
20131201,4.5,-5.3,15.6,0,2451
20131202,4,-7.9,15.4,0,2451
20131203,5,-5.7,14.6,0,2429
20131204,4.6,-6.9,16.4,0,2437
20131205,5.4,-6,17.6,0,2430
20131206,4.2,-6.6,16,0,2485
20131207,3.9,-7.4,16,0,2489
20131208,4.5,-7.6,17.4,0,2489
20131209,5.8,-3.5,16.6,8.5,2489
20131210,3,-5.3,11.9,1.2,2489
20131211,0.9,-9.5,10.5,2.2,2489
20131212,1,-12.8,12.8,3.1,2494
20131213,-2.4,-16.8,11.3,0.3,2441
20131214,-0.5,-16.4,13.3,0.3,2433
20131215,-1.2,-16.6,12.9,0,2433
20131216,-1.3,-17.2,11.7,0,2433
20131217,2,-13.4,11.9,1.7,2426
20131218,4.2,-7.1,13.6,0.4,2414
20131219,-0.2,-11.1,9,1.2,2374
20131220,-0.9,-12.6,8.3,1.2,2227
20131221,-0.4,-13.9,9.2,0.1,2218
20131222,-0.8,-15.9,12.5,0,2218
20131223,0.3,-13.9,12.3,0,2218
20131224,-0.4,-17.8,12.8,0.1,2159
20131225,0.8,-14.6,13.7,0,2174
20131226,1.6,-8.6,13.1,0.3,2174
20131227,-2.4,-15,6.6,0,2214
20131228,-3.9,-18.1,7,0.1,2219
20131229,-1.7,-15.8,8.3,0.3,2219
20131230,2.8,-7.5,11.5,0,2219
20131231,4.1,-7.9,13.8,0,2203
20140101,4.8,-5.5,13.8,0,2077
20140102,2.6,-7.5,14.9,0,2077
20140103,2.6,-9.3,15.8,0,2079
20140104,1.5,-9.7,14.3,1.2,2079
20140105,0.7,-10.5,13.6,0.1,2079
20140106,0.2,-15.2,12.2,0,2078
20140107,1.9,-12.1,14.1,0,2076
20140108,2.1,-7.2,11.4,1.8,1972
20140109,-4.4,-14.6,6.5,0,1895
20140110,-3.7,-16.1,7.8,0,1880
20140111,-0.8,-13.2,9.7,0,1880
20140112,-0.4,-14.6,11.1,0,1880
20140113,-3.9,-17.7,9.6,0,1873
20140114,-3.4,-18.6,9.7,0,1873
20140115,-2.3,-17.2,9.2,0,1869
20140116,-0.9,-15.4,10.2,0,2048
20140117,-0.1,-12.6,11.1,0,2075
20140118,-0.6,-15,8.7,0,2075
20140119,-1.7,-18.9,9.9,0,2075
20140120,1,-7.6,12,1.5,2089
20140121,-2.9,-14.4,5.4,1.4,2093
20140122,-2.7,-17.2,8.8,0,2086
20140123,-1,-16.8,11,0,2063
20140124,4,-12.9,15.5,0,2054
20140125,6.2,-4.3,19.1,1.9,2054
20140126,0.4,-8.9,13.6,0.2,2054
20140127,0.7,-12.6,13.1,0,2070
20140128,3,-8.8,15,0.1,2065
20140129,3,-12.7,16.4,0.7,2065
20140130,6.1,-4,16.5,1.1,2065
20140131,3.1,-8.8,16.4,0,2065
20140201,7.5,-7.2,20.7,6,2065
20140202,8.9,-2.1,24.4,0.4,2065
20140203,1.8,-10.1,15.4,0,2068
20140204,-4.9,-13.9,6.8,0,2055
20140205,-3.8,-16.7,7.4,0,2066
20140206,-0.5,-12,9.4,0.3,2107
20140207,2.6,-7.5,11.5,2.8,2097
20140208,2.2,-6.1,11,3.2,2097
20140209,0.4,-9.3,8.7,3.2,2097
20140210,0.1,-9.2,11.2,2.2,2118
20140211,0.1,-12.2,9.3,0.6,2124
20140212,0.9,-19.4,11.3,0.4,2126
20140213,1.6,-10.4,9.8,2.1,2155
20140214,1.9,-13.3,9.9,0.2,2146
20140215,1.7,-17.1,12,0,2146
20140216,2.7,-16.3,14.7,0,2146
20140217,4.1,-7.7,11.9,2.5,2152
20140218,2.4,-10.1,9.4,0.5,2154
20140219,1.6,-11.2,10.3,0.1,2160
20140220,1.5,-14.7,12.4,0,2071
20140221,1.1,-15.2,11.6,0,2029
20140222,1.8,-16.7,13,0,2029
20140223,2.9,-14.1,14.4,0,2029
20140224,4.2,-11,15.2,0,2078
20140225,5.6,-6.9,16.3,0,2061
20140226,6.2,-10.5,17.5,4.1,2057
20140227,8.6,-9.7,19.5,0.2,2099
20140228,7.1,-2.6,16.5,0.1,2059
20140301,6.6,-3,13.2,2.1,2059
20140302,5,-9,15.3,0.6,2059
20140303,4.3,-12.4,14,0,2073
20140304,5.1,-5.9,13.4,0.2,2082
20140305,3.1,-15.1,13.2,0.7,2119
20140306,1.4,-18.4,10,0,2077
20140307,1.3,-10.5,11.1,0,2058
20140308,2.4,-8.3,10.9,0,2058
20140309,2.5,-12.5,12.3,1.3,2058
20140310,2,-16.3,12.5,0,2069
20140311,5,-9.4,17.1,0,2055
20140312,5.8,-7.3,17.2,23,2055
20140313,4.2,-5.4,15.5,8.8,2023
20140314,3.3,-10.7,11.7,0.3,1992
20140315,6.9,-7,16.4,0,1992
20140316,10.6,-2.4,21.3,0,1992
20140317,12.4,-2.7,23.7,1.3,2015
20140318,12.6,0.2,24.6,0.5,2016
20140319,9,0.4,16.8,0.1,2010
20140320,6.4,-2.5,14.3,2.7,2015
20140321,5,-9.1,13.3,0,1915
20140322,7.6,-6.8,18.3,0,1915
20140323,10.2,-4.3,21.3,0,1915
20140324,11.2,-3.6,21,0,1942
20140325,14.2,4.1,23.1,9.3,1937
20140326,13.8,1.9,23.9,8.9,1949
20140327,12.7,-0.9,24.4,0,1956
20140328,15.7,0.3,27.2,0,1948
20140329,14.2,4.7,21.4,10.7,1948
20140330,12.7,0.4,21.6,3.8,1948
20140331,12,-1.8,22.2,0,1929
20140401,13.2,-1.4,24.4,0,1932
20140402,14.3,-0.1,25.5,0,1940
20140403,10.7,-1.8,23.4,4.9,1938
20140404,7,-4.5,16.8,0.8,1915
20140405,6.2,-6.1,17.7,0.6,1915
20140406,8,-7.9,16.8,0,1915
20140407,11.6,-1.7,24.3,0,1905
20140408,12.2,-2.6,23.6,0,1919
20140409,12.9,-1.4,25.4,0,1921
20140410,12.8,0.6,26.2,0,1887
20140411,12.3,-2,22.2,0.1,1886
20140412,13.4,3.3,24,0.1,1886
20140413,13.5,0.6,26.2,2.4,1886
20140414,13.7,-2.8,25.7,0,1900
20140415,16,1.9,29,0,1900
20140416,16.3,5.7,28.4,0,1852
20140417,13.4,1.8,24.4,12.5,1673
20140418,13.5,4.5,25,0.7,1669
20140419,12.5,2.7,20.5,0,1669
20140420,13.6,0.2,22.3,0,1669
20140421,15,2.7,25.8,0,1674
20140422,14.9,0.1,25.4,0,1676
20140423,15.4,-0.4,26.6,0,1676
20140424,16.6,0.2,27.6,0,1697
20140425,17.1,1.4,28,0,1675
20140426,17.1,2.4,27.7,0,1675
20140427,15.6,9,23.3,12.1,1675
20140428,13.6,7.6,20.7,27.2,1644
20140429,14.2,7.7,20.5,23.2,1666
20140430,14.5,5.7,23.7,1.1,1691
20140501,16.3,6.3,26.1,0,1691
20140502,17.4,5,28.8,0.2,1715
20140503,14.4,4.3,24.3,0,1715
20140504,13.3,1.8,24.2,1.2,1715
20140505,11.6,1.5,20.3,0.1,1715
20140506,12.7,0,22.3,0,1715
20140507,15.3,-0.4,26.4,0.3,1727
20140508,15.4,6.1,26.6,2.7,1737
20140509,15.5,3.4,26.8,0,1746
20140510,17.2,0.5,29.4,0,1746
20140511,17.3,0.8,27,18.5,1746
20140512,17.9,9.5,27.2,15.6,1720
20140513,20.1,7.2,31,0,1738
20140514,18.5,8.5,30.2,1.6,1738
20140515,18.6,8.9,28.8,0,1762
20140516,19,5.3,30,0,1785
20140517,18.7,5.4,30.9,0,1785
20140518,18.6,4.6,30.4,0,1785
20140519,19.4,5.9,30.6,0,1783
20140520,18.4,10.5,28.4,4.5,1778
20140521,18.4,7.8,29.6,0,1762
20140522,19.5,7.7,31.9,0,1771
20140523,19.2,7.9,29.1,0,1768
20140524,21.8,12.2,33.9,0,1768
20140525,20.5,13.6,29.6,7.7,1768
20140526,20.5,9.6,29.3,2.3,1786
20140527,22,6.5,32.7,0,1802
20140528,21.6,9.8,31.4,1.2,1804
20140529,22.8,10.8,35.6,0,1724
20140530,23.6,10.1,36.3,0,1725
20140531,24.3,10,37.4,0,1725
20140601,23.9,13.6,35.4,0,1725
20140602,20.9,14.1,28,5.9,1699
20140603,19.1,13.5,25.2,19.8,1694
20140604,21.1,12,28.9,3.1,1694
20140605,20.7,12.7,27.8,1.2,1806
20140606,21.4,10.7,33.9,0,1806
20140607,21,9,30.8,0.2,1806
20140608,20.6,12.5,29.1,0.7,1806
20140609,20.9,12.2,30.2,0.9,1835
20140610,21,13.1,31,4,1848
20140611,20.4,12.2,29.7,4.8,1853
20140612,19.4,9.6,29.3,7.2,1788
20140613,20.3,10.1,28.8,1,1790
20140614,22.1,12,32.1,0,1790
20140615,22.6,10.8,32.5,0,1790
20140616,23.3,10.9,33.6,0,1793
20140617,22,15,31.7,1.9,1793
20140618,22.5,12.2,32.6,0.3,1790
20140619,22.6,13.5,33.7,0.3,1816
20140620,22.2,13.1,31,1.4,1811
20140621,21.3,13.4,29.1,2.3,1811
20140622,21.9,13.2,32.3,5.9,1811
20140623,21.1,14,29.8,12.4,1812
20140624,21.8,12.7,29.3,2.5,1805
20140625,22.8,11.9,31.5,0,1799
20140626,23.7,14.1,33.3,0,1737
20140627,24,14,33.4,0,1736
20140628,24,13.7,32.8,0.8,1736
20140629,23.4,12.7,31.4,0,1736
20140630,23.7,13.2,32.5,1.7,1770
20140701,24.6,13.7,34.7,1.5,1736
20140702,23.1,15.7,32,7.7,1733
20140703,21.3,16,28.5,25.8,1816
20140704,23.6,12.8,32.9,0.9,1816
20140705,23.1,10.4,31.2,0.8,1816
20140706,21.5,10.8,31.9,8,1816
20140707,23.3,9.3,34.8,0.9,1779
20140708,25,13.7,32.7,4.2,1783
20140709,26.1,19.4,34.2,7.2,1783
20140710,26.9,19,35.9,0,1783
20140711,26.5,16.2,35,0,1783
20140712,24.7,14.1,32.7,0.9,1783
20140713,24,15.8,31.3,8,1783
20140714,25.6,16.2,34.2,0,1782
20140715,24.4,14.8,33,2,1779
20140716,25.2,18.1,32.8,2.4,1780
20140717,24.3,17.7,31.7,7.7,1815
20140718,24.6,19.6,33.9,18.6,1815
20140719,25.9,18.2,33.6,9.2,1815
20140720,26.6,17.5,35.7,0.1,1815
20140721,26.7,17.2,36.1,0,1830
20140722,26.6,20,34.2,2.1,1860
20140723,26.1,18.6,34.4,10.7,1854
20140724,26.5,16.5,37,11.7,1946
20140725,27.9,17.2,36.4,8.8,1953
20140726,25.6,16.5,34.6,1.8,1953
20140727,23.8,12.9,33.3,0.2,1953
20140728,23.5,10.5,32.8,3.3,1953
20140729,24.5,15.3,32.8,2.7,1950
20140730,27.4,16.8,37,0,1936
20140731,27.7,18.1,37.9,5.5,1955
20140801,27.7,17.6,36.9,2.4,1955
20140802,27,18.9,36.3,46,1955
20140803,25.2,20,30.5,35.2,1955
20140804,24.9,18.8,30.2,9.1,1984
20140805,26.9,20.8,34.3,1.2,2029
20140806,26,18.6,34,5.8,2025
20140807,23,13.1,31.5,17.6,1890
20140808,23.6,12.9,31,3.9,1902
20140809,24.5,16.3,32.6,1.9,1902
20140810,23.4,15.9,31.3,21.6,1902
20140811,23.5,14.3,32.4,0.4,1872
20140812,24.7,15.7,33,0,1875
20140813,23.1,15.9,30.3,2.5,1873
20140814,21,15.4,28.3,18.2,2120
20140815,23.4,16.3,31.3,3.6,2120
20140816,24.3,17.4,32.4,0.2,2120
20140817,22.7,16.2,31.4,19.6,2120
20140818,21.6,15.7,29.2,56.9,2119
20140819,22.9,16.9,30.5,12.2,2145
20140820,23.4,16.9,29.7,13.3,2142
20140821,23.8,18.1,32.5,37.7,2256
20140822,24.4,16.9,32.2,0.9,2321
20140823,24.5,16.6,32.7,0,2321
20140824,24.2,16.7,31.6,5.7,2321
20140825,23.4,16.3,30,40.1,2347
20140826,24.2,14.7,33.4,5.6,2365
20140827,22.6,11.4,29.2,1.8,2361
